"DBKEY","Station","Daily.Date","Data.Value","Qualifier","Revision.Date","Date","UNITS","STATION","DATE"
"16265","LZ40",2024-08-14,13.91,"P",2024-08-15,2024-08-14,"ft NGVD29","LZ40",2024-08-14
"16265","LZ40",2024-08-15,13.97,"P",2024-08-16,2024-08-15,"ft NGVD29","LZ40",2024-08-15
"16265","LZ40",2024-08-16,13.98,"P",2024-08-17,2024-08-16,"ft NGVD29","LZ40",2024-08-16
"16265","LZ40",2024-08-17,13.98,"P",2024-08-18,2024-08-17,"ft NGVD29","LZ40",2024-08-17
"16265","LZ40",2024-08-18,13.99,"P",2024-08-19,2024-08-18,"ft NGVD29","LZ40",2024-08-18
"16265","LZ40",2024-08-19,13.99,"P",2024-08-20,2024-08-19,"ft NGVD29","LZ40",2024-08-19
"41542","S4_T",2021-05-01,13.97,"",2022-02-15,2021-05-01,"ft NGVD29","S4_T",2021-05-01
"41542","S4_T",2021-05-02,13.87,"",2022-02-15,2021-05-02,"ft NGVD29","S4_T",2021-05-02
"41542","S4_T",2021-05-03,13.83,"",2022-02-15,2021-05-03,"ft NGVD29","S4_T",2021-05-03
"41542","S4_T",2021-05-04,13.8,"",2022-02-15,2021-05-04,"ft NGVD29","S4_T",2021-05-04
"41542","S4_T",2021-05-05,13.78,"",2022-02-15,2021-05-05,"ft NGVD29","S4_T",2021-05-05
"41542","S4_T",2021-05-06,13.81,"",2022-02-15,2021-05-06,"ft NGVD29","S4_T",2021-05-06
"41542","S4_T",2021-05-07,13.81,"",2022-02-15,2021-05-07,"ft NGVD29","S4_T",2021-05-07
"41542","S4_T",2021-05-08,13.85,"",2022-02-15,2021-05-08,"ft NGVD29","S4_T",2021-05-08
"41542","S4_T",2021-05-09,13.7,"",2022-02-15,2021-05-09,"ft NGVD29","S4_T",2021-05-09
"41542","S4_T",2021-05-10,13.61,"",2022-02-15,2021-05-10,"ft NGVD29","S4_T",2021-05-10
"41542","S4_T",2021-05-11,13.62,"",2022-02-15,2021-05-11,"ft NGVD29","S4_T",2021-05-11
"41542","S4_T",2021-05-12,13.58,"",2022-02-15,2021-05-12,"ft NGVD29","S4_T",2021-05-12
"41542","S4_T",2021-05-13,13.7,"",2022-02-15,2021-05-13,"ft NGVD29","S4_T",2021-05-13
"41542","S4_T",2021-05-14,13.74,"",2022-02-15,2021-05-14,"ft NGVD29","S4_T",2021-05-14
"41542","S4_T",2021-05-15,13.79,"",2022-02-15,2021-05-15,"ft NGVD29","S4_T",2021-05-15
"41542","S4_T",2021-05-16,13.74,"",2022-02-15,2021-05-16,"ft NGVD29","S4_T",2021-05-16
"41542","S4_T",2021-05-17,13.57,"",2022-02-15,2021-05-17,"ft NGVD29","S4_T",2021-05-17
"41542","S4_T",2021-05-18,13.53,"",2022-02-15,2021-05-18,"ft NGVD29","S4_T",2021-05-18
"41542","S4_T",2021-05-19,13.48,"",2022-02-15,2021-05-19,"ft NGVD29","S4_T",2021-05-19
"41542","S4_T",2021-05-20,13.53,"",2022-02-15,2021-05-20,"ft NGVD29","S4_T",2021-05-20
"41542","S4_T",2021-05-21,13.42,"",2022-02-15,2021-05-21,"ft NGVD29","S4_T",2021-05-21
"41542","S4_T",2021-05-22,13.3,"",2022-02-15,2021-05-22,"ft NGVD29","S4_T",2021-05-22
"41542","S4_T",2021-05-23,13.21,"",2022-02-15,2021-05-23,"ft NGVD29","S4_T",2021-05-23
"41542","S4_T",2021-05-24,13.09,"",2022-02-15,2021-05-24,"ft NGVD29","S4_T",2021-05-24
"41542","S4_T",2021-05-25,13.02,"",2022-02-15,2021-05-25,"ft NGVD29","S4_T",2021-05-25
"41542","S4_T",2021-05-26,12.93,"",2022-02-15,2021-05-26,"ft NGVD29","S4_T",2021-05-26
"41542","S4_T",2021-05-27,12.86,"",2022-02-15,2021-05-27,"ft NGVD29","S4_T",2021-05-27
"41542","S4_T",2021-05-28,12.76,"",2022-02-15,2021-05-28,"ft NGVD29","S4_T",2021-05-28
"41542","S4_T",2021-05-29,12.73,"",2022-02-15,2021-05-29,"ft NGVD29","S4_T",2021-05-29
"41542","S4_T",2021-05-30,12.77,"",2022-02-15,2021-05-30,"ft NGVD29","S4_T",2021-05-30
"41542","S4_T",2021-05-31,12.97,"",2022-02-15,2021-05-31,"ft NGVD29","S4_T",2021-05-31
"41542","S4_T",2021-06-01,12.89,"",2022-02-15,2021-06-01,"ft NGVD29","S4_T",2021-06-01
"41542","S4_T",2021-06-02,12.8,"",2022-02-15,2021-06-02,"ft NGVD29","S4_T",2021-06-02
"41542","S4_T",2021-06-03,12.72,"",2022-02-15,2021-06-03,"ft NGVD29","S4_T",2021-06-03
"41542","S4_T",2021-06-04,12.73,"",2022-02-15,2021-06-04,"ft NGVD29","S4_T",2021-06-04
"41542","S4_T",2021-06-05,12.77,"",2022-02-15,2021-06-05,"ft NGVD29","S4_T",2021-06-05
"41542","S4_T",2021-06-06,12.76,"",2022-02-15,2021-06-06,"ft NGVD29","S4_T",2021-06-06
"41542","S4_T",2021-06-07,12.74,"",2022-02-15,2021-06-07,"ft NGVD29","S4_T",2021-06-07
"41542","S4_T",2021-06-08,12.72,"",2022-02-15,2021-06-08,"ft NGVD29","S4_T",2021-06-08
"41542","S4_T",2021-06-09,12.67,"",2022-02-15,2021-06-09,"ft NGVD29","S4_T",2021-06-09
"41542","S4_T",2021-06-10,12.58,"",2022-02-15,2021-06-10,"ft NGVD29","S4_T",2021-06-10
"41542","S4_T",2021-06-11,12.46,"",2022-02-15,2021-06-11,"ft NGVD29","S4_T",2021-06-11
"41542","S4_T",2021-06-12,12.41,"",2022-02-15,2021-06-12,"ft NGVD29","S4_T",2021-06-12
"41542","S4_T",2021-06-13,12.38,"",2022-02-15,2021-06-13,"ft NGVD29","S4_T",2021-06-13
"41542","S4_T",2021-06-14,12.17,"",2022-02-15,2021-06-14,"ft NGVD29","S4_T",2021-06-14
"41542","S4_T",2021-06-15,12.28,"",2022-02-15,2021-06-15,"ft NGVD29","S4_T",2021-06-15
"41542","S4_T",2021-06-16,12.39,"",2022-02-15,2021-06-16,"ft NGVD29","S4_T",2021-06-16
"41542","S4_T",2021-06-17,12.54,"",2022-02-15,2021-06-17,"ft NGVD29","S4_T",2021-06-17
"41542","S4_T",2021-06-18,12.61,"",2022-02-15,2021-06-18,"ft NGVD29","S4_T",2021-06-18
"41542","S4_T",2021-06-19,12.54,"",2022-02-15,2021-06-19,"ft NGVD29","S4_T",2021-06-19
"41542","S4_T",2021-06-20,12.47,"",2022-02-15,2021-06-20,"ft NGVD29","S4_T",2021-06-20
"41542","S4_T",2021-06-21,12.51,"",2022-02-15,2021-06-21,"ft NGVD29","S4_T",2021-06-21
"41542","S4_T",2021-06-22,12.47,"",2022-02-15,2021-06-22,"ft NGVD29","S4_T",2021-06-22
"41542","S4_T",2021-06-23,12.53,"",2022-02-15,2021-06-23,"ft NGVD29","S4_T",2021-06-23
"41542","S4_T",2021-06-24,12.66,"",2022-02-15,2021-06-24,"ft NGVD29","S4_T",2021-06-24
"41542","S4_T",2021-06-25,12.7,"",2022-02-15,2021-06-25,"ft NGVD29","S4_T",2021-06-25
"41542","S4_T",2021-06-26,12.73,"",2022-02-15,2021-06-26,"ft NGVD29","S4_T",2021-06-26
"41542","S4_T",2021-06-27,12.78,"",2022-02-15,2021-06-27,"ft NGVD29","S4_T",2021-06-27
"41542","S4_T",2021-06-28,12.71,"",2022-02-15,2021-06-28,"ft NGVD29","S4_T",2021-06-28
"41542","S4_T",2021-06-29,12.72,"",2022-02-15,2021-06-29,"ft NGVD29","S4_T",2021-06-29
"41542","S4_T",2021-06-30,12.8,"",2022-02-15,2021-06-30,"ft NGVD29","S4_T",2021-06-30
"41542","S4_T",2021-07-01,12.8,"",2022-02-15,2021-07-01,"ft NGVD29","S4_T",2021-07-01
"41542","S4_T",2021-07-02,12.77,"",2022-02-15,2021-07-02,"ft NGVD29","S4_T",2021-07-02
"41542","S4_T",2021-07-03,12.76,"",2022-02-15,2021-07-03,"ft NGVD29","S4_T",2021-07-03
"41542","S4_T",2021-07-04,12.86,"",2022-02-15,2021-07-04,"ft NGVD29","S4_T",2021-07-04
"41542","S4_T",2021-07-05,12.96,"",2022-02-15,2021-07-05,"ft NGVD29","S4_T",2021-07-05
"41542","S4_T",2021-07-06,13.16,"",2022-02-15,2021-07-06,"ft NGVD29","S4_T",2021-07-06
"41542","S4_T",2021-07-07,13.07,"",2022-02-15,2021-07-07,"ft NGVD29","S4_T",2021-07-07
"41542","S4_T",2021-07-08,13.12,"",2022-02-15,2021-07-08,"ft NGVD29","S4_T",2021-07-08
"41542","S4_T",2021-07-09,13.22,"",2022-02-15,2021-07-09,"ft NGVD29","S4_T",2021-07-09
"41542","S4_T",2021-07-10,13.3,"",2022-02-15,2021-07-10,"ft NGVD29","S4_T",2021-07-10
"41542","S4_T",2021-07-11,13.3,"E",2022-02-15,2021-07-11,"ft NGVD29","S4_T",2021-07-11
"41542","S4_T",2021-07-12,13.38,"",2022-02-15,2021-07-12,"ft NGVD29","S4_T",2021-07-12
"41542","S4_T",2021-07-13,13.48,"",2022-02-15,2021-07-13,"ft NGVD29","S4_T",2021-07-13
"41542","S4_T",2021-07-14,13.47,"",2022-02-15,2021-07-14,"ft NGVD29","S4_T",2021-07-14
"41542","S4_T",2021-07-15,13.54,"",2022-02-15,2021-07-15,"ft NGVD29","S4_T",2021-07-15
"41542","S4_T",2021-07-16,13.49,"",2022-02-15,2021-07-16,"ft NGVD29","S4_T",2021-07-16
"41542","S4_T",2021-07-17,13.49,"",2022-02-15,2021-07-17,"ft NGVD29","S4_T",2021-07-17
"41542","S4_T",2021-07-18,13.46,"",2022-02-15,2021-07-18,"ft NGVD29","S4_T",2021-07-18
"41542","S4_T",2021-07-19,13.44,"",2022-02-15,2021-07-19,"ft NGVD29","S4_T",2021-07-19
"41542","S4_T",2021-07-20,13.41,"",2022-02-15,2021-07-20,"ft NGVD29","S4_T",2021-07-20
"41542","S4_T",2021-07-21,13.42,"",2022-02-15,2021-07-21,"ft NGVD29","S4_T",2021-07-21
"41542","S4_T",2021-07-22,13.45,"",2022-02-15,2021-07-22,"ft NGVD29","S4_T",2021-07-22
"41542","S4_T",2021-07-23,13.41,"",2022-02-15,2021-07-23,"ft NGVD29","S4_T",2021-07-23
"41542","S4_T",2021-07-24,13.48,"",2022-02-15,2021-07-24,"ft NGVD29","S4_T",2021-07-24
"41542","S4_T",2021-07-25,13.54,"",2022-02-15,2021-07-25,"ft NGVD29","S4_T",2021-07-25
"41542","S4_T",2021-07-26,13.44,"",2022-02-15,2021-07-26,"ft NGVD29","S4_T",2021-07-26
"41542","S4_T",2021-07-27,13.49,"",2022-02-15,2021-07-27,"ft NGVD29","S4_T",2021-07-27
"41542","S4_T",2021-07-28,13.54,"",2022-02-15,2021-07-28,"ft NGVD29","S4_T",2021-07-28
"41542","S4_T",2021-07-29,13.62,"",2022-02-15,2021-07-29,"ft NGVD29","S4_T",2021-07-29
"41542","S4_T",2021-07-30,13.62,"",2022-02-15,2021-07-30,"ft NGVD29","S4_T",2021-07-30
"41542","S4_T",2021-07-31,13.61,"",2022-02-15,2021-07-31,"ft NGVD29","S4_T",2021-07-31
"41542","S4_T",2021-08-01,13.59,"",2022-02-15,2021-08-01,"ft NGVD29","S4_T",2021-08-01
"41542","S4_T",2021-08-02,13.62,"",2022-02-15,2021-08-02,"ft NGVD29","S4_T",2021-08-02
"41542","S4_T",2021-08-03,13.6,"",2022-02-15,2021-08-03,"ft NGVD29","S4_T",2021-08-03
"41542","S4_T",2021-08-04,13.68,"",2022-02-15,2021-08-04,"ft NGVD29","S4_T",2021-08-04
"41542","S4_T",2021-08-05,13.82,"",2022-02-15,2021-08-05,"ft NGVD29","S4_T",2021-08-05
"41542","S4_T",2021-08-06,13.89,"",2022-02-15,2021-08-06,"ft NGVD29","S4_T",2021-08-06
"41542","S4_T",2021-08-07,13.92,"",2022-02-15,2021-08-07,"ft NGVD29","S4_T",2021-08-07
"41542","S4_T",2021-08-08,13.97,"",2022-02-15,2021-08-08,"ft NGVD29","S4_T",2021-08-08
"41542","S4_T",2021-08-09,14.02,"",2022-02-15,2021-08-09,"ft NGVD29","S4_T",2021-08-09
"41542","S4_T",2021-08-10,14.07,"",2022-02-15,2021-08-10,"ft NGVD29","S4_T",2021-08-10
"41542","S4_T",2021-08-11,14.13,"",2022-02-15,2021-08-11,"ft NGVD29","S4_T",2021-08-11
"41542","S4_T",2021-08-12,14.22,"",2022-02-15,2021-08-12,"ft NGVD29","S4_T",2021-08-12
"41542","S4_T",2021-08-13,14.29,"",2022-02-15,2021-08-13,"ft NGVD29","S4_T",2021-08-13
"41542","S4_T",2021-08-14,14.37,"",2022-02-15,2021-08-14,"ft NGVD29","S4_T",2021-08-14
"41542","S4_T",2021-08-15,14.37,"",2022-02-15,2021-08-15,"ft NGVD29","S4_T",2021-08-15
"41542","S4_T",2021-08-16,14.34,"",2022-02-15,2021-08-16,"ft NGVD29","S4_T",2021-08-16
"41542","S4_T",2021-08-17,14.38,"",2022-02-15,2021-08-17,"ft NGVD29","S4_T",2021-08-17
"41542","S4_T",2021-08-18,14.44,"",2022-02-15,2021-08-18,"ft NGVD29","S4_T",2021-08-18
"41542","S4_T",2021-08-19,14.46,"",2022-02-15,2021-08-19,"ft NGVD29","S4_T",2021-08-19
"41542","S4_T",2021-08-20,14.4,"",2022-02-15,2021-08-20,"ft NGVD29","S4_T",2021-08-20
"41542","S4_T",2021-08-21,14.4,"",2022-02-15,2021-08-21,"ft NGVD29","S4_T",2021-08-21
"41542","S4_T",2021-08-22,14.4,"",2022-02-15,2021-08-22,"ft NGVD29","S4_T",2021-08-22
"41542","S4_T",2021-08-23,14.4,"",2022-02-15,2021-08-23,"ft NGVD29","S4_T",2021-08-23
"41542","S4_T",2021-08-24,14.47,"",2022-02-15,2021-08-24,"ft NGVD29","S4_T",2021-08-24
"41542","S4_T",2021-08-25,14.57,"",2022-02-15,2021-08-25,"ft NGVD29","S4_T",2021-08-25
"41542","S4_T",2021-08-26,14.68,"",2022-02-15,2021-08-26,"ft NGVD29","S4_T",2021-08-26
"41542","S4_T",2021-08-27,14.69,"",2022-02-15,2021-08-27,"ft NGVD29","S4_T",2021-08-27
"41542","S4_T",2021-08-28,14.69,"",2022-02-15,2021-08-28,"ft NGVD29","S4_T",2021-08-28
"41542","S4_T",2021-08-29,14.66,"",2022-02-15,2021-08-29,"ft NGVD29","S4_T",2021-08-29
"41542","S4_T",2021-08-30,14.66,"",2022-02-15,2021-08-30,"ft NGVD29","S4_T",2021-08-30
"41542","S4_T",2021-08-31,14.63,"",2022-02-15,2021-08-31,"ft NGVD29","S4_T",2021-08-31
"41542","S4_T",2021-09-01,14.61,"",2022-02-15,2021-09-01,"ft NGVD29","S4_T",2021-09-01
"41542","S4_T",2021-09-02,14.56,"",2022-02-15,2021-09-02,"ft NGVD29","S4_T",2021-09-02
"41542","S4_T",2021-09-03,14.61,"",2022-02-15,2021-09-03,"ft NGVD29","S4_T",2021-09-03
"41542","S4_T",2021-09-04,14.67,"",2022-02-15,2021-09-04,"ft NGVD29","S4_T",2021-09-04
"41542","S4_T",2021-09-05,14.67,"",2022-02-15,2021-09-05,"ft NGVD29","S4_T",2021-09-05
"41542","S4_T",2021-09-06,14.67,"",2022-02-15,2021-09-06,"ft NGVD29","S4_T",2021-09-06
"41542","S4_T",2021-09-07,14.68,"",2022-02-15,2021-09-07,"ft NGVD29","S4_T",2021-09-07
"41542","S4_T",2021-09-08,14.7,"",2022-02-15,2021-09-08,"ft NGVD29","S4_T",2021-09-08
"41542","S4_T",2021-09-09,14.74,"",2022-02-15,2021-09-09,"ft NGVD29","S4_T",2021-09-09
"41542","S4_T",2021-09-10,14.8,"",2022-02-15,2021-09-10,"ft NGVD29","S4_T",2021-09-10
"41542","S4_T",2021-09-11,14.88,"",2022-02-15,2021-09-11,"ft NGVD29","S4_T",2021-09-11
"41542","S4_T",2021-09-12,14.93,"",2022-02-15,2021-09-12,"ft NGVD29","S4_T",2021-09-12
"41542","S4_T",2021-09-13,14.9,"",2022-02-15,2021-09-13,"ft NGVD29","S4_T",2021-09-13
"41542","S4_T",2021-09-14,14.91,"",2022-02-15,2021-09-14,"ft NGVD29","S4_T",2021-09-14
"41542","S4_T",2021-09-15,14.91,"",2022-02-15,2021-09-15,"ft NGVD29","S4_T",2021-09-15
"41542","S4_T",2021-09-16,14.89,"",2022-02-15,2021-09-16,"ft NGVD29","S4_T",2021-09-16
"41542","S4_T",2021-09-17,14.95,"",2022-02-15,2021-09-17,"ft NGVD29","S4_T",2021-09-17
"41542","S4_T",2021-09-18,15.01,"",2022-02-15,2021-09-18,"ft NGVD29","S4_T",2021-09-18
"41542","S4_T",2021-09-19,15.03,"",2022-02-15,2021-09-19,"ft NGVD29","S4_T",2021-09-19
"41542","S4_T",2021-09-20,15.04,"",2022-02-15,2021-09-20,"ft NGVD29","S4_T",2021-09-20
"41542","S4_T",2021-09-21,15.11,"",2022-02-15,2021-09-21,"ft NGVD29","S4_T",2021-09-21
"41542","S4_T",2021-09-22,15.16,"",2022-02-15,2021-09-22,"ft NGVD29","S4_T",2021-09-22
"41542","S4_T",2021-09-23,15.2,"",2022-02-15,2021-09-23,"ft NGVD29","S4_T",2021-09-23
"41542","S4_T",2021-09-24,15.35,"",2022-02-15,2021-09-24,"ft NGVD29","S4_T",2021-09-24
"41542","S4_T",2021-09-25,15.45,"",2022-02-15,2021-09-25,"ft NGVD29","S4_T",2021-09-25
"41542","S4_T",2021-09-26,15.51,"",2022-02-15,2021-09-26,"ft NGVD29","S4_T",2021-09-26
"41542","S4_T",2021-09-27,15.55,"",2022-02-15,2021-09-27,"ft NGVD29","S4_T",2021-09-27
"41542","S4_T",2021-09-28,15.57,"",2022-02-15,2021-09-28,"ft NGVD29","S4_T",2021-09-28
"41542","S4_T",2021-09-29,15.57,"",2022-02-15,2021-09-29,"ft NGVD29","S4_T",2021-09-29
"41542","S4_T",2021-09-30,15.65,"",2022-02-15,2021-09-30,"ft NGVD29","S4_T",2021-09-30
"41542","S4_T",2021-10-01,15.65,"",2022-02-15,2021-10-01,"ft NGVD29","S4_T",2021-10-01
"41542","S4_T",2021-10-02,15.67,"",2022-02-15,2021-10-02,"ft NGVD29","S4_T",2021-10-02
"41542","S4_T",2021-10-03,15.65,"",2022-02-15,2021-10-03,"ft NGVD29","S4_T",2021-10-03
"41542","S4_T",2021-10-04,15.62,"",2022-02-15,2021-10-04,"ft NGVD29","S4_T",2021-10-04
"41542","S4_T",2021-10-05,15.62,"",2022-02-15,2021-10-05,"ft NGVD29","S4_T",2021-10-05
"41542","S4_T",2021-10-06,15.62,"",2022-02-15,2021-10-06,"ft NGVD29","S4_T",2021-10-06
"41542","S4_T",2021-10-07,15.66,"",2022-02-15,2021-10-07,"ft NGVD29","S4_T",2021-10-07
"41542","S4_T",2021-10-08,15.67,"",2022-02-15,2021-10-08,"ft NGVD29","S4_T",2021-10-08
"41542","S4_T",2021-10-09,15.74,"",2022-02-15,2021-10-09,"ft NGVD29","S4_T",2021-10-09
"41542","S4_T",2021-10-10,15.88,"",2022-02-15,2021-10-10,"ft NGVD29","S4_T",2021-10-10
"41542","S4_T",2021-10-11,15.85,"",2022-02-15,2021-10-11,"ft NGVD29","S4_T",2021-10-11
"41542","S4_T",2021-10-12,15.86,"",2022-02-15,2021-10-12,"ft NGVD29","S4_T",2021-10-12
"41542","S4_T",2021-10-13,15.87,"",2022-02-15,2021-10-13,"ft NGVD29","S4_T",2021-10-13
"41542","S4_T",2021-10-14,15.9,"",2022-02-15,2021-10-14,"ft NGVD29","S4_T",2021-10-14
"41542","S4_T",2021-10-15,15.91,"",2022-02-15,2021-10-15,"ft NGVD29","S4_T",2021-10-15
"41542","S4_T",2021-10-16,15.88,"",2022-02-15,2021-10-16,"ft NGVD29","S4_T",2021-10-16
"41542","S4_T",2021-10-17,15.95,"",2022-02-15,2021-10-17,"ft NGVD29","S4_T",2021-10-17
"41542","S4_T",2021-10-18,16.04,"",2022-02-15,2021-10-18,"ft NGVD29","S4_T",2021-10-18
"41542","S4_T",2021-10-19,15.94,"",2022-02-15,2021-10-19,"ft NGVD29","S4_T",2021-10-19
"41542","S4_T",2021-10-20,15.93,"",2022-02-15,2021-10-20,"ft NGVD29","S4_T",2021-10-20
"41542","S4_T",2021-10-21,15.86,"",2022-02-15,2021-10-21,"ft NGVD29","S4_T",2021-10-21
"41542","S4_T",2021-10-22,15.86,"",2022-02-15,2021-10-22,"ft NGVD29","S4_T",2021-10-22
"41542","S4_T",2021-10-23,15.88,"",2022-02-15,2021-10-23,"ft NGVD29","S4_T",2021-10-23
"41542","S4_T",2021-10-24,15.86,"",2022-02-15,2021-10-24,"ft NGVD29","S4_T",2021-10-24
"41542","S4_T",2021-10-25,15.76,"",2022-02-15,2021-10-25,"ft NGVD29","S4_T",2021-10-25
"41542","S4_T",2021-10-26,15.81,"",2022-02-15,2021-10-26,"ft NGVD29","S4_T",2021-10-26
"41542","S4_T",2021-10-27,15.85,"",2022-02-15,2021-10-27,"ft NGVD29","S4_T",2021-10-27
"41542","S4_T",2021-10-28,15.74,"",2022-02-15,2021-10-28,"ft NGVD29","S4_T",2021-10-28
"41542","S4_T",2021-10-29,15.71,"",2022-02-15,2021-10-29,"ft NGVD29","S4_T",2021-10-29
"41542","S4_T",2021-10-30,15.8,"",2022-02-15,2021-10-30,"ft NGVD29","S4_T",2021-10-30
"41542","S4_T",2021-10-31,15.87,"",2022-02-15,2021-10-31,"ft NGVD29","S4_T",2021-10-31
"41542","S4_T",2021-11-01,15.9,"",2022-02-15,2021-11-01,"ft NGVD29","S4_T",2021-11-01
"41542","S4_T",2021-11-02,15.86,"",2022-02-15,2021-11-02,"ft NGVD29","S4_T",2021-11-02
"41542","S4_T",2021-11-03,15.88,"",2022-02-15,2021-11-03,"ft NGVD29","S4_T",2021-11-03
"41542","S4_T",2021-11-04,15.94,"",2022-02-15,2021-11-04,"ft NGVD29","S4_T",2021-11-04
"41542","S4_T",2021-11-05,16,"",2022-02-15,2021-11-05,"ft NGVD29","S4_T",2021-11-05
"41542","S4_T",2021-11-06,16,"",2022-02-15,2021-11-06,"ft NGVD29","S4_T",2021-11-06
"41542","S4_T",2021-11-07,16.03,"",2022-02-15,2021-11-07,"ft NGVD29","S4_T",2021-11-07
"41542","S4_T",2021-11-08,16.13,"",2022-02-15,2021-11-08,"ft NGVD29","S4_T",2021-11-08
"41542","S4_T",2021-11-09,16.09,"",2022-02-15,2021-11-09,"ft NGVD29","S4_T",2021-11-09
"41542","S4_T",2021-11-10,16.03,"",2022-02-15,2021-11-10,"ft NGVD29","S4_T",2021-11-10
"41542","S4_T",2021-11-11,16.02,"",2022-02-15,2021-11-11,"ft NGVD29","S4_T",2021-11-11
"41542","S4_T",2021-11-12,16.02,"",2022-02-15,2021-11-12,"ft NGVD29","S4_T",2021-11-12
"41542","S4_T",2021-11-13,16.01,"",2022-02-15,2021-11-13,"ft NGVD29","S4_T",2021-11-13
"41542","S4_T",2021-11-14,16.05,"",2022-02-15,2021-11-14,"ft NGVD29","S4_T",2021-11-14
"41542","S4_T",2021-11-15,16.13,"",2022-02-15,2021-11-15,"ft NGVD29","S4_T",2021-11-15
"41542","S4_T",2021-11-16,16.1,"",2022-02-15,2021-11-16,"ft NGVD29","S4_T",2021-11-16
"41542","S4_T",2021-11-17,16.04,"",2022-02-15,2021-11-17,"ft NGVD29","S4_T",2021-11-17
"41542","S4_T",2021-11-18,16.04,"",2022-02-15,2021-11-18,"ft NGVD29","S4_T",2021-11-18
"41542","S4_T",2021-11-19,16.08,"",2022-02-15,2021-11-19,"ft NGVD29","S4_T",2021-11-19
"41542","S4_T",2021-11-20,16.14,"",2022-02-15,2021-11-20,"ft NGVD29","S4_T",2021-11-20
"41542","S4_T",2021-11-21,16.15,"",2022-02-15,2021-11-21,"ft NGVD29","S4_T",2021-11-21
"41542","S4_T",2021-11-22,16.1,"",2022-02-15,2021-11-22,"ft NGVD29","S4_T",2021-11-22
"41542","S4_T",2021-11-23,16.28,"",2022-02-15,2021-11-23,"ft NGVD29","S4_T",2021-11-23
"41542","S4_T",2021-11-24,16.17,"",2022-02-15,2021-11-24,"ft NGVD29","S4_T",2021-11-24
"41542","S4_T",2021-11-25,16.07,"",2022-02-15,2021-11-25,"ft NGVD29","S4_T",2021-11-25
"41542","S4_T",2021-11-26,16.01,"",2022-02-15,2021-11-26,"ft NGVD29","S4_T",2021-11-26
"41542","S4_T",2021-11-27,16.03,"",2022-02-15,2021-11-27,"ft NGVD29","S4_T",2021-11-27
"41542","S4_T",2021-11-28,16.02,"",2022-02-15,2021-11-28,"ft NGVD29","S4_T",2021-11-28
"41542","S4_T",2021-11-29,16.01,"",2022-02-15,2021-11-29,"ft NGVD29","S4_T",2021-11-29
"41542","S4_T",2021-11-30,16,"",2022-02-15,2021-11-30,"ft NGVD29","S4_T",2021-11-30
"41542","S4_T",2021-12-01,15.96,"",2022-02-15,2021-12-01,"ft NGVD29","S4_T",2021-12-01
"41542","S4_T",2021-12-02,15.91,"",2022-02-15,2021-12-02,"ft NGVD29","S4_T",2021-12-02
"41542","S4_T",2021-12-03,15.9,"",2021-12-13,2021-12-03,"ft NGVD29","S4_T",2021-12-03
"41542","S4_T",2021-12-04,15.89,"",2021-12-13,2021-12-04,"ft NGVD29","S4_T",2021-12-04
"41542","S4_T",2021-12-05,15.9,"",2021-12-13,2021-12-05,"ft NGVD29","S4_T",2021-12-05
"41542","S4_T",2021-12-06,15.86,"",2021-12-13,2021-12-06,"ft NGVD29","S4_T",2021-12-06
"41542","S4_T",2021-12-07,15.85,"",2021-12-13,2021-12-07,"ft NGVD29","S4_T",2021-12-07
"41542","S4_T",2021-12-08,15.81,"",2021-12-13,2021-12-08,"ft NGVD29","S4_T",2021-12-08
"41542","S4_T",2021-12-09,15.81,"",2021-12-13,2021-12-09,"ft NGVD29","S4_T",2021-12-09
"41542","S4_T",2021-12-10,15.82,"",2021-12-13,2021-12-10,"ft NGVD29","S4_T",2021-12-10
"41542","S4_T",2021-12-11,15.79,"",2021-12-13,2021-12-11,"ft NGVD29","S4_T",2021-12-11
"41542","S4_T",2021-12-12,15.78,"",2021-12-13,2021-12-12,"ft NGVD29","S4_T",2021-12-12
"41542","S4_T",2021-12-13,15.82,"",2021-12-20,2021-12-13,"ft NGVD29","S4_T",2021-12-13
"41542","S4_T",2021-12-14,15.83,"",2021-12-20,2021-12-14,"ft NGVD29","S4_T",2021-12-14
"41542","S4_T",2021-12-15,15.82,"",2021-12-20,2021-12-15,"ft NGVD29","S4_T",2021-12-15
"41542","S4_T",2021-12-16,15.78,"",2021-12-20,2021-12-16,"ft NGVD29","S4_T",2021-12-16
"41542","S4_T",2021-12-17,15.77,"",2021-12-20,2021-12-17,"ft NGVD29","S4_T",2021-12-17
"41542","S4_T",2021-12-18,15.74,"",2021-12-20,2021-12-18,"ft NGVD29","S4_T",2021-12-18
"41542","S4_T",2021-12-19,15.67,"",2021-12-20,2021-12-19,"ft NGVD29","S4_T",2021-12-19
"41542","S4_T",2021-12-20,15.73,"E",2022-01-25,2021-12-20,"ft NGVD29","S4_T",2021-12-20
"41542","S4_T",2021-12-21,15.44,"E",2022-01-25,2021-12-21,"ft NGVD29","S4_T",2021-12-21
"41542","S4_T",2021-12-22,15.86,"E",2022-01-25,2021-12-22,"ft NGVD29","S4_T",2021-12-22
"41542","S4_T",2021-12-23,15.81,"E",2022-01-25,2021-12-23,"ft NGVD29","S4_T",2021-12-23
"41542","S4_T",2021-12-24,15.66,"E",2022-01-25,2021-12-24,"ft NGVD29","S4_T",2021-12-24
