"DBKEY","Station","Daily.Date","Data.Value","Qualifier","Revision.Date","Date","STATION","lake","DATE"
"V7583","TOHOEE_H",2022-11-14,58.07,"",2022-11-28,2022-11-14,"TOHOEE","ETOHO",2022-11-14
"V7583","TOHOEE_H",2022-11-15,58.05,"",2022-11-28,2022-11-15,"TOHOEE","ETOHO",2022-11-15
"V7583","TOHOEE_H",2022-11-16,58.04,"",2022-11-28,2022-11-16,"TOHOEE","ETOHO",2022-11-16
"V7583","TOHOEE_H",2022-11-17,58.02,"",2022-11-28,2022-11-17,"TOHOEE","ETOHO",2022-11-17
"V7583","TOHOEE_H",2022-11-18,57.95,"",2022-11-28,2022-11-18,"TOHOEE","ETOHO",2022-11-18
"V7583","TOHOEE_H",2022-11-19,57.9,"",2022-11-28,2022-11-19,"TOHOEE","ETOHO",2022-11-19
"V7583","TOHOEE_H",2022-11-20,57.91,"",2022-11-28,2022-11-20,"TOHOEE","ETOHO",2022-11-20
"V7583","TOHOEE_H",2022-11-21,57.89,"",2022-11-28,2022-11-21,"TOHOEE","ETOHO",2022-11-21
"V7583","TOHOEE_H",2022-11-22,57.92,"",2022-11-28,2022-11-22,"TOHOEE","ETOHO",2022-11-22
"V7583","TOHOEE_H",2022-11-23,57.95,"",2022-11-28,2022-11-23,"TOHOEE","ETOHO",2022-11-23
"V7583","TOHOEE_H",2022-11-24,57.99,"",2022-11-28,2022-11-24,"TOHOEE","ETOHO",2022-11-24
"V7583","TOHOEE_H",2022-11-25,58.04,"",2022-11-28,2022-11-25,"TOHOEE","ETOHO",2022-11-25
"V7583","TOHOEE_H",2022-11-26,58.1,"",2022-11-28,2022-11-26,"TOHOEE","ETOHO",2022-11-26
"V7583","TOHOEE_H",2022-11-27,58.09,"",2022-12-06,2022-11-27,"TOHOEE","ETOHO",2022-11-27
"V7583","TOHOEE_H",2022-11-28,58.12,"",2022-12-06,2022-11-28,"TOHOEE","ETOHO",2022-11-28
"V7583","TOHOEE_H",2022-11-29,58.13,"",2022-12-06,2022-11-29,"TOHOEE","ETOHO",2022-11-29
"V7583","TOHOEE_H",2022-11-30,58.13,"",2022-12-06,2022-11-30,"TOHOEE","ETOHO",2022-11-30
"V7583","TOHOEE_H",2022-12-01,58.14,"",2022-12-06,2022-12-01,"TOHOEE","ETOHO",2022-12-01
"V7583","TOHOEE_H",2022-12-02,58.11,"",2022-12-06,2022-12-02,"TOHOEE","ETOHO",2022-12-02
"V7583","TOHOEE_H",2022-12-03,58.1,"",2022-12-06,2022-12-03,"TOHOEE","ETOHO",2022-12-03
"V7583","TOHOEE_H",2022-12-04,58.1,"",2022-12-06,2022-12-04,"TOHOEE","ETOHO",2022-12-04
"V7583","TOHOEE_H",2022-12-05,58.11,"",2022-12-15,2022-12-05,"TOHOEE","ETOHO",2022-12-05
"V7583","TOHOEE_H",2022-12-06,58.12,"",2022-12-15,2022-12-06,"TOHOEE","ETOHO",2022-12-06
"V7583","TOHOEE_H",2022-12-07,58.12,"",2022-12-15,2022-12-07,"TOHOEE","ETOHO",2022-12-07
"V7583","TOHOEE_H",2022-12-08,58.11,"",2022-12-15,2022-12-08,"TOHOEE","ETOHO",2022-12-08
"V7583","TOHOEE_H",2022-12-09,58.09,"",2022-12-15,2022-12-09,"TOHOEE","ETOHO",2022-12-09
"V7583","TOHOEE_H",2022-12-10,58.08,"",2022-12-15,2022-12-10,"TOHOEE","ETOHO",2022-12-10
"V7583","TOHOEE_H",2022-12-11,58.07,"",2022-12-15,2022-12-11,"TOHOEE","ETOHO",2022-12-11
"V7583","TOHOEE_H",2022-12-12,58.06,"",2022-12-15,2022-12-12,"TOHOEE","ETOHO",2022-12-12
"V7583","TOHOEE_H",2022-12-13,58.06,"",2022-12-15,2022-12-13,"TOHOEE","ETOHO",2022-12-13
"V7583","TOHOEE_H",2022-12-14,58.05,"",2022-12-28,2022-12-14,"TOHOEE","ETOHO",2022-12-14
"V7583","TOHOEE_H",2022-12-15,58.09,"",2022-12-28,2022-12-15,"TOHOEE","ETOHO",2022-12-15
"V7583","TOHOEE_H",2022-12-16,58.14,"",2022-12-28,2022-12-16,"TOHOEE","ETOHO",2022-12-16
"V7583","TOHOEE_H",2022-12-17,58.08,"",2022-12-28,2022-12-17,"TOHOEE","ETOHO",2022-12-17
"V7583","TOHOEE_H",2022-12-18,58.07,"",2022-12-28,2022-12-18,"TOHOEE","ETOHO",2022-12-18
"V7583","TOHOEE_H",2022-12-19,58.06,"",2022-12-28,2022-12-19,"TOHOEE","ETOHO",2022-12-19
"V7583","TOHOEE_H",2022-12-20,58.05,"",2022-12-28,2022-12-20,"TOHOEE","ETOHO",2022-12-20
"V7583","TOHOEE_H",2022-12-21,58.11,"",2022-12-28,2022-12-21,"TOHOEE","ETOHO",2022-12-21
"V7583","TOHOEE_H",2022-12-22,58.11,"",2022-12-28,2022-12-22,"TOHOEE","ETOHO",2022-12-22
"V7583","TOHOEE_H",2022-12-23,58.13,"",2022-12-28,2022-12-23,"TOHOEE","ETOHO",2022-12-23
"V7583","TOHOEE_H",2022-12-24,58.12,"",2022-12-28,2022-12-24,"TOHOEE","ETOHO",2022-12-24
"V7583","TOHOEE_H",2022-12-25,58.08,"",2022-12-28,2022-12-25,"TOHOEE","ETOHO",2022-12-25
"V7583","TOHOEE_H",2022-12-26,58.06,"",2022-12-28,2022-12-26,"TOHOEE","ETOHO",2022-12-26
"V7583","TOHOEE_H",2022-12-27,58.05,"",2023-01-09,2022-12-27,"TOHOEE","ETOHO",2022-12-27
"V7583","TOHOEE_H",2022-12-28,58.04,"",2023-01-09,2022-12-28,"TOHOEE","ETOHO",2022-12-28
"V7583","TOHOEE_H",2022-12-29,58.05,"",2023-01-09,2022-12-29,"TOHOEE","ETOHO",2022-12-29
"V7583","TOHOEE_H",2022-12-30,58.06,"",2023-01-09,2022-12-30,"TOHOEE","ETOHO",2022-12-30
"V7583","TOHOEE_H",2022-12-31,58.07,"",2023-01-09,2022-12-31,"TOHOEE","ETOHO",2022-12-31
"V7583","TOHOEE_H",2023-01-01,58.08,"",2023-01-09,2023-01-01,"TOHOEE","ETOHO",2023-01-01
"V7583","TOHOEE_H",2023-01-02,58.08,"",2023-01-09,2023-01-02,"TOHOEE","ETOHO",2023-01-02
"V7583","TOHOEE_H",2023-01-03,58.06,"",2023-01-09,2023-01-03,"TOHOEE","ETOHO",2023-01-03
"V7583","TOHOEE_H",2023-01-04,58.02,"",2023-01-09,2023-01-04,"TOHOEE","ETOHO",2023-01-04
"V7583","TOHOEE_H",2023-01-05,58,"",2023-01-09,2023-01-05,"TOHOEE","ETOHO",2023-01-05
"V7583","TOHOEE_H",2023-01-06,57.96,"",2023-01-09,2023-01-06,"TOHOEE","ETOHO",2023-01-06
"V7583","TOHOEE_H",2023-01-07,57.87,"",2023-01-09,2023-01-07,"TOHOEE","ETOHO",2023-01-07
"V7583","TOHOEE_H",2023-01-08,57.78,"",2023-01-18,2023-01-08,"TOHOEE","ETOHO",2023-01-08
"V7583","TOHOEE_H",2023-01-09,57.73,"",2023-01-18,2023-01-09,"TOHOEE","ETOHO",2023-01-09
"V7583","TOHOEE_H",2023-01-10,57.66,"",2023-01-18,2023-01-10,"TOHOEE","ETOHO",2023-01-10
"V7583","TOHOEE_H",2023-01-11,57.59,"",2023-01-18,2023-01-11,"TOHOEE","ETOHO",2023-01-11
"V7583","TOHOEE_H",2023-01-12,57.53,"",2023-01-18,2023-01-12,"TOHOEE","ETOHO",2023-01-12
"V7583","TOHOEE_H",2023-01-13,57.53,"",2023-01-18,2023-01-13,"TOHOEE","ETOHO",2023-01-13
"V7583","TOHOEE_H",2023-01-14,57.51,"",2023-01-18,2023-01-14,"TOHOEE","ETOHO",2023-01-14
"V7583","TOHOEE_H",2023-01-15,57.45,"",2023-01-18,2023-01-15,"TOHOEE","ETOHO",2023-01-15
"V7583","TOHOEE_H",2023-01-16,57.42,"",2023-01-18,2023-01-16,"TOHOEE","ETOHO",2023-01-16
"V7583","TOHOEE_H",2023-01-17,57.41,"",2023-01-30,2023-01-17,"TOHOEE","ETOHO",2023-01-17
"V7583","TOHOEE_H",2023-01-18,57.41,"",2023-01-30,2023-01-18,"TOHOEE","ETOHO",2023-01-18
"V7583","TOHOEE_H",2023-01-19,57.39,"",2023-01-30,2023-01-19,"TOHOEE","ETOHO",2023-01-19
"V7583","TOHOEE_H",2023-01-20,57.38,"",2023-01-30,2023-01-20,"TOHOEE","ETOHO",2023-01-20
"V7583","TOHOEE_H",2023-01-21,57.37,"",2023-01-30,2023-01-21,"TOHOEE","ETOHO",2023-01-21
"V7583","TOHOEE_H",2023-01-22,57.33,"",2023-01-30,2023-01-22,"TOHOEE","ETOHO",2023-01-22
"V7583","TOHOEE_H",2023-01-23,57.34,"",2023-01-30,2023-01-23,"TOHOEE","ETOHO",2023-01-23
"V7583","TOHOEE_H",2023-01-24,57.31,"",2023-01-30,2023-01-24,"TOHOEE","ETOHO",2023-01-24
"V7583","TOHOEE_H",2023-01-25,57.27,"",2023-01-30,2023-01-25,"TOHOEE","ETOHO",2023-01-25
"V7583","TOHOEE_H",2023-01-26,57.31,"",2023-01-30,2023-01-26,"TOHOEE","ETOHO",2023-01-26
"V7583","TOHOEE_H",2023-01-27,57.29,"",2023-01-30,2023-01-27,"TOHOEE","ETOHO",2023-01-27
"V7583","TOHOEE_H",2023-01-28,57.23,"",2023-01-30,2023-01-28,"TOHOEE","ETOHO",2023-01-28
"V7583","TOHOEE_H",2023-01-29,57.2,"",2023-02-09,2023-01-29,"TOHOEE","ETOHO",2023-01-29
"V7583","TOHOEE_H",2023-01-30,57.2,"",2023-02-09,2023-01-30,"TOHOEE","ETOHO",2023-01-30
"V7583","TOHOEE_H",2023-01-31,57.19,"",2023-02-09,2023-01-31,"TOHOEE","ETOHO",2023-01-31
"V7583","TOHOEE_H",2023-02-01,57.17,"",2023-02-09,2023-02-01,"TOHOEE","ETOHO",2023-02-01
"V7583","TOHOEE_H",2023-02-02,57.15,"",2023-02-09,2023-02-02,"TOHOEE","ETOHO",2023-02-02
"V7583","TOHOEE_H",2023-02-03,57.15,"",2023-02-09,2023-02-03,"TOHOEE","ETOHO",2023-02-03
"V7583","TOHOEE_H",2023-02-04,57.13,"",2023-02-09,2023-02-04,"TOHOEE","ETOHO",2023-02-04
"V7583","TOHOEE_H",2023-02-05,57.08,"",2023-02-09,2023-02-05,"TOHOEE","ETOHO",2023-02-05
"V7583","TOHOEE_H",2023-02-06,57.06,"",2023-02-09,2023-02-06,"TOHOEE","ETOHO",2023-02-06
"V7583","TOHOEE_H",2023-02-07,57.03,"",2023-02-09,2023-02-07,"TOHOEE","ETOHO",2023-02-07
"V7583","TOHOEE_H",2023-02-08,57,"",2023-02-20,2023-02-08,"TOHOEE","ETOHO",2023-02-08
"V7583","TOHOEE_H",2023-02-09,56.99,"",2023-02-20,2023-02-09,"TOHOEE","ETOHO",2023-02-09
"V7583","TOHOEE_H",2023-02-10,56.98,"",2023-02-20,2023-02-10,"TOHOEE","ETOHO",2023-02-10
"V7583","TOHOEE_H",2023-02-11,56.97,"",2023-02-20,2023-02-11,"TOHOEE","ETOHO",2023-02-11
"V7583","TOHOEE_H",2023-02-12,56.95,"",2023-02-20,2023-02-12,"TOHOEE","ETOHO",2023-02-12
"V7583","TOHOEE_H",2023-02-13,56.93,"",2023-02-20,2023-02-13,"TOHOEE","ETOHO",2023-02-13
"V7583","TOHOEE_H",2023-02-14,56.9,"",2023-02-20,2023-02-14,"TOHOEE","ETOHO",2023-02-14
"V7583","TOHOEE_H",2023-02-15,56.88,"",2023-02-20,2023-02-15,"TOHOEE","ETOHO",2023-02-15
"V7583","TOHOEE_H",2023-02-16,56.87,"",2023-02-20,2023-02-16,"TOHOEE","ETOHO",2023-02-16
"V7583","TOHOEE_H",2023-02-17,56.86,"",2023-02-20,2023-02-17,"TOHOEE","ETOHO",2023-02-17
"V7583","TOHOEE_H",2023-02-18,56.88,"",2023-02-20,2023-02-18,"TOHOEE","ETOHO",2023-02-18
"V7583","TOHOEE_H",2023-02-19,56.83,"",2023-03-01,2023-02-19,"TOHOEE","ETOHO",2023-02-19
"V7583","TOHOEE_H",2023-02-20,56.82,"",2023-03-01,2023-02-20,"TOHOEE","ETOHO",2023-02-20
"V7583","TOHOEE_H",2023-02-21,56.8,"",2023-03-01,2023-02-21,"TOHOEE","ETOHO",2023-02-21
"V7583","TOHOEE_H",2023-02-22,56.79,"",2023-03-01,2023-02-22,"TOHOEE","ETOHO",2023-02-22
"V7583","TOHOEE_H",2023-02-23,56.79,"",2023-03-01,2023-02-23,"TOHOEE","ETOHO",2023-02-23
"V7583","TOHOEE_H",2023-02-24,56.77,"",2023-03-01,2023-02-24,"TOHOEE","ETOHO",2023-02-24
"V7583","TOHOEE_H",2023-02-25,56.75,"",2023-03-01,2023-02-25,"TOHOEE","ETOHO",2023-02-25
"V7583","TOHOEE_H",2023-02-26,56.72,"",2023-03-01,2023-02-26,"TOHOEE","ETOHO",2023-02-26
"V7583","TOHOEE_H",2023-02-27,56.68,"",2023-03-01,2023-02-27,"TOHOEE","ETOHO",2023-02-27
"V7583","TOHOEE_H",2023-02-28,56.64,"",2023-03-13,2023-02-28,"TOHOEE","ETOHO",2023-02-28
"V7583","TOHOEE_H",2023-03-01,56.64,"",2023-03-13,2023-03-01,"TOHOEE","ETOHO",2023-03-01
"V7583","TOHOEE_H",2023-03-02,56.62,"",2023-03-13,2023-03-02,"TOHOEE","ETOHO",2023-03-02
"V7583","TOHOEE_H",2023-03-03,56.58,"",2023-03-13,2023-03-03,"TOHOEE","ETOHO",2023-03-03
"V7583","TOHOEE_H",2023-03-04,56.58,"",2023-03-13,2023-03-04,"TOHOEE","ETOHO",2023-03-04
"V7583","TOHOEE_H",2023-03-05,56.59,"",2023-03-13,2023-03-05,"TOHOEE","ETOHO",2023-03-05
"V7583","TOHOEE_H",2023-03-06,56.61,"",2023-03-13,2023-03-06,"TOHOEE","ETOHO",2023-03-06
"V7583","TOHOEE_H",2023-03-07,56.59,"",2023-03-13,2023-03-07,"TOHOEE","ETOHO",2023-03-07
"V7583","TOHOEE_H",2023-03-08,56.57,"",2023-03-13,2023-03-08,"TOHOEE","ETOHO",2023-03-08
"V7583","TOHOEE_H",2023-03-09,56.5,"",2023-03-13,2023-03-09,"TOHOEE","ETOHO",2023-03-09
"V7583","TOHOEE_H",2023-03-10,56.45,"",2023-03-13,2023-03-10,"TOHOEE","ETOHO",2023-03-10
"V7583","TOHOEE_H",2023-03-11,56.45,"",2023-03-13,2023-03-11,"TOHOEE","ETOHO",2023-03-11
"V7583","TOHOEE_H",2023-03-12,56.42,"",2023-03-21,2023-03-12,"TOHOEE","ETOHO",2023-03-12
"V7583","TOHOEE_H",2023-03-13,56.42,"",2023-03-21,2023-03-13,"TOHOEE","ETOHO",2023-03-13
"V7583","TOHOEE_H",2023-03-14,56.44,"",2023-03-21,2023-03-14,"TOHOEE","ETOHO",2023-03-14
"V7583","TOHOEE_H",2023-03-15,56.38,"",2023-03-21,2023-03-15,"TOHOEE","ETOHO",2023-03-15
"V7583","TOHOEE_H",2023-03-16,56.32,"",2023-03-21,2023-03-16,"TOHOEE","ETOHO",2023-03-16
"V7583","TOHOEE_H",2023-03-17,56.29,"",2023-03-21,2023-03-17,"TOHOEE","ETOHO",2023-03-17
"V7583","TOHOEE_H",2023-03-18,56.29,"",2023-03-21,2023-03-18,"TOHOEE","ETOHO",2023-03-18
"V7583","TOHOEE_H",2023-03-19,56.3,"",2023-03-21,2023-03-19,"TOHOEE","ETOHO",2023-03-19
"V7583","TOHOEE_H",2023-03-20,56.28,"",2023-03-31,2023-03-20,"TOHOEE","ETOHO",2023-03-20
"V7583","TOHOEE_H",2023-03-21,56.25,"",2023-03-31,2023-03-21,"TOHOEE","ETOHO",2023-03-21
"V7583","TOHOEE_H",2023-03-22,56.23,"",2023-03-31,2023-03-22,"TOHOEE","ETOHO",2023-03-22
"V7583","TOHOEE_H",2023-03-23,56.23,"",2023-03-31,2023-03-23,"TOHOEE","ETOHO",2023-03-23
"V7583","TOHOEE_H",2023-03-24,56.22,"",2023-03-31,2023-03-24,"TOHOEE","ETOHO",2023-03-24
"V7583","TOHOEE_H",2023-03-25,56.22,"",2023-03-31,2023-03-25,"TOHOEE","ETOHO",2023-03-25
"V7583","TOHOEE_H",2023-03-26,56.21,"",2023-03-31,2023-03-26,"TOHOEE","ETOHO",2023-03-26
"V7583","TOHOEE_H",2023-03-27,56.2,"",2023-03-31,2023-03-27,"TOHOEE","ETOHO",2023-03-27
"V7583","TOHOEE_H",2023-03-28,56.19,"",2023-03-31,2023-03-28,"TOHOEE","ETOHO",2023-03-28
"V7583","TOHOEE_H",2023-03-29,56.17,"",2023-03-31,2023-03-29,"TOHOEE","ETOHO",2023-03-29
"V7583","TOHOEE_H",2023-03-30,56.12,"",2023-03-31,2023-03-30,"TOHOEE","ETOHO",2023-03-30
"V7583","TOHOEE_H",2023-03-31,56.07,"",2023-04-01,2023-03-31,"TOHOEE","ETOHO",2023-03-31
"V7583","TOHOEE_H",2023-04-01,56.05,"",2023-04-02,2023-04-01,"TOHOEE","ETOHO",2023-04-01
"V7583","TOHOEE_H",2023-04-02,56.05,"",2023-04-03,2023-04-02,"TOHOEE","ETOHO",2023-04-02
"V7583","TOHOEE_H",2023-04-03,56.04,"",2023-04-04,2023-04-03,"TOHOEE","ETOHO",2023-04-03
"V7583","TOHOEE_H",2023-04-04,56.03,"",2023-04-05,2023-04-04,"TOHOEE","ETOHO",2023-04-04
"V7583","TOHOEE_H",2023-04-05,56.01,"",2023-04-06,2023-04-05,"TOHOEE","ETOHO",2023-04-05
"V7583","TOHOEE_H",2023-04-06,56,"",2023-04-07,2023-04-06,"TOHOEE","ETOHO",2023-04-06
"V7583","TOHOEE_H",2023-04-07,55.99,"",2023-04-08,2023-04-07,"TOHOEE","ETOHO",2023-04-07
"V7583","TOHOEE_H",2023-04-08,55.97,"",2023-04-09,2023-04-08,"TOHOEE","ETOHO",2023-04-08
"V7583","TOHOEE_H",2023-04-09,55.99,"",2023-04-10,2023-04-09,"TOHOEE","ETOHO",2023-04-09
"V7583","TOHOEE_H",2023-04-10,55.95,"",2023-04-11,2023-04-10,"TOHOEE","ETOHO",2023-04-10
"V7583","TOHOEE_H",2023-04-11,55.91,"",2023-04-13,2023-04-11,"TOHOEE","ETOHO",2023-04-11
"V7583","TOHOEE_H",2023-04-12,55.87,"",2023-04-14,2023-04-12,"TOHOEE","ETOHO",2023-04-12
"V7583","TOHOEE_H",2023-04-13,55.85,"",2023-04-14,2023-04-13,"TOHOEE","ETOHO",2023-04-13
"V7583","TOHOEE_H",2023-04-14,55.85,"",2023-04-24,2023-04-14,"TOHOEE","ETOHO",2023-04-14
"V7583","TOHOEE_H",2023-04-15,55.85,"",2023-04-16,2023-04-15,"TOHOEE","ETOHO",2023-04-15
"V7583","TOHOEE_H",2023-04-16,55.86,"",2023-04-17,2023-04-16,"TOHOEE","ETOHO",2023-04-16
"V7583","TOHOEE_H",2023-04-17,55.93,"",2023-04-18,2023-04-17,"TOHOEE","ETOHO",2023-04-17
"V7583","TOHOEE_H",2023-04-18,55.9,"",2023-04-19,2023-04-18,"TOHOEE","ETOHO",2023-04-18
"V7583","TOHOEE_H",2023-04-19,55.83,"",2023-04-20,2023-04-19,"TOHOEE","ETOHO",2023-04-19
"V7583","TOHOEE_H",2023-04-20,55.77,"",2023-04-21,2023-04-20,"TOHOEE","ETOHO",2023-04-20
"V7583","TOHOEE_H",2023-04-21,55.74,"",2023-04-22,2023-04-21,"TOHOEE","ETOHO",2023-04-21
"V7583","TOHOEE_H",2023-04-22,55.74,"",2023-04-23,2023-04-22,"TOHOEE","ETOHO",2023-04-22
"V7583","TOHOEE_H",2023-04-23,55.74,"",2023-04-24,2023-04-23,"TOHOEE","ETOHO",2023-04-23
"V7583","TOHOEE_H",2023-04-24,55.69,"",2023-04-25,2023-04-24,"TOHOEE","ETOHO",2023-04-24
"V7583","TOHOEE_H",2023-04-25,55.66,"",2023-04-26,2023-04-25,"TOHOEE","ETOHO",2023-04-25
"V7583","TOHOEE_H",2023-04-26,55.64,"",2023-04-27,2023-04-26,"TOHOEE","ETOHO",2023-04-26
"V7583","TOHOEE_H",2023-04-27,55.6,"",2023-04-29,2023-04-27,"TOHOEE","ETOHO",2023-04-27
"V7583","TOHOEE_H",2023-04-28,55.61,"",2023-04-29,2023-04-28,"TOHOEE","ETOHO",2023-04-28
"V7583","TOHOEE_H",2023-04-29,55.61,"",2023-05-01,2023-04-29,"TOHOEE","ETOHO",2023-04-29
"V7583","TOHOEE_H",2023-04-30,55.68,"",2023-05-01,2023-04-30,"TOHOEE","ETOHO",2023-04-30
"V7583","TOHOEE_H",2023-05-01,55.62,"",2023-05-02,2023-05-01,"TOHOEE","ETOHO",2023-05-01
"V7583","TOHOEE_H",2023-05-02,55.55,"",2023-05-03,2023-05-02,"TOHOEE","ETOHO",2023-05-02
"V7583","TOHOEE_H",2023-05-03,55.53,"",2023-05-04,2023-05-03,"TOHOEE","ETOHO",2023-05-03
"V7583","TOHOEE_H",2023-05-04,55.49,"",2023-05-05,2023-05-04,"TOHOEE","ETOHO",2023-05-04
"V7583","TOHOEE_H",2023-05-05,55.46,"",2023-05-15,2023-05-05,"TOHOEE","ETOHO",2023-05-05
"V7583","TOHOEE_H",2023-05-06,55.46,"",2023-05-07,2023-05-06,"TOHOEE","ETOHO",2023-05-06
"V7583","TOHOEE_H",2023-05-07,55.44,"",2023-05-08,2023-05-07,"TOHOEE","ETOHO",2023-05-07
"V7583","TOHOEE_H",2023-05-08,55.42,"",2023-05-09,2023-05-08,"TOHOEE","ETOHO",2023-05-08
"V7583","TOHOEE_H",2023-05-09,55.41,"",2023-05-10,2023-05-09,"TOHOEE","ETOHO",2023-05-09
"V7583","TOHOEE_H",2023-05-10,55.4,"",2023-05-11,2023-05-10,"TOHOEE","ETOHO",2023-05-10
"V7583","TOHOEE_H",2023-05-11,55.39,"",2023-05-15,2023-05-11,"TOHOEE","ETOHO",2023-05-11
"V7583","TOHOEE_H",2023-05-12,55.35,"",2023-05-15,2023-05-12,"TOHOEE","ETOHO",2023-05-12
"V7583","TOHOEE_H",2023-05-13,55.32,"",2023-05-15,2023-05-13,"TOHOEE","ETOHO",2023-05-13
"V7583","TOHOEE_H",2023-05-14,55.3,"",2023-05-26,2023-05-14,"TOHOEE","ETOHO",2023-05-14
"V7583","TOHOEE_H",2023-05-15,55.29,"",2023-05-26,2023-05-15,"TOHOEE","ETOHO",2023-05-15
"V7583","TOHOEE_H",2023-05-16,55.27,"",2023-05-26,2023-05-16,"TOHOEE","ETOHO",2023-05-16
"V7583","TOHOEE_H",2023-05-17,55.25,"",2023-05-26,2023-05-17,"TOHOEE","ETOHO",2023-05-17
"V7583","TOHOEE_H",2023-05-18,55.26,"",2023-05-26,2023-05-18,"TOHOEE","ETOHO",2023-05-18
"V7583","TOHOEE_H",2023-05-19,55.31,"",2023-05-26,2023-05-19,"TOHOEE","ETOHO",2023-05-19
"V7583","TOHOEE_H",2023-05-20,55.27,"",2023-05-26,2023-05-20,"TOHOEE","ETOHO",2023-05-20
"V7583","TOHOEE_H",2023-05-21,55.2,"",2023-05-26,2023-05-21,"TOHOEE","ETOHO",2023-05-21
"V7583","TOHOEE_H",2023-05-22,55.19,"",2023-05-26,2023-05-22,"TOHOEE","ETOHO",2023-05-22
"V7583","TOHOEE_H",2023-05-23,55.27,"",2023-05-26,2023-05-23,"TOHOEE","ETOHO",2023-05-23
"V7583","TOHOEE_H",2023-05-24,55.3,"",2023-05-26,2023-05-24,"TOHOEE","ETOHO",2023-05-24
"V7583","TOHOEE_H",2023-05-25,55.27,"",2023-06-07,2023-05-25,"TOHOEE","ETOHO",2023-05-25
"V7583","TOHOEE_H",2023-05-26,55.24,"",2023-06-07,2023-05-26,"TOHOEE","ETOHO",2023-05-26
"V7583","TOHOEE_H",2023-05-27,55.13,"",2023-06-07,2023-05-27,"TOHOEE","ETOHO",2023-05-27
"V7583","TOHOEE_H",2023-05-28,55.09,"",2023-06-07,2023-05-28,"TOHOEE","ETOHO",2023-05-28
"V7583","TOHOEE_H",2023-05-29,55.05,"",2023-06-07,2023-05-29,"TOHOEE","ETOHO",2023-05-29
"V7583","TOHOEE_H",2023-05-30,55,"",2023-06-07,2023-05-30,"TOHOEE","ETOHO",2023-05-30
"V7583","TOHOEE_H",2023-05-31,54.98,"",2023-06-07,2023-05-31,"TOHOEE","ETOHO",2023-05-31
"V7583","TOHOEE_H",2023-06-01,54.99,"E",2023-06-07,2023-06-01,"TOHOEE","ETOHO",2023-06-01
"V7583","TOHOEE_H",2023-06-02,54.99,"",2023-06-07,2023-06-02,"TOHOEE","ETOHO",2023-06-02
"V7583","TOHOEE_H",2023-06-03,54.99,"",2023-06-07,2023-06-03,"TOHOEE","ETOHO",2023-06-03
"V7583","TOHOEE_H",2023-06-04,55.02,"",2023-06-07,2023-06-04,"TOHOEE","ETOHO",2023-06-04
"V7583","TOHOEE_H",2023-06-05,55,"",2023-06-07,2023-06-05,"TOHOEE","ETOHO",2023-06-05
"V7583","TOHOEE_H",2023-06-06,54.96,"",2023-06-15,2023-06-06,"TOHOEE","ETOHO",2023-06-06
"V7583","TOHOEE_H",2023-06-07,54.95,"",2023-06-15,2023-06-07,"TOHOEE","ETOHO",2023-06-07
"V7583","TOHOEE_H",2023-06-08,54.96,"",2023-06-15,2023-06-08,"TOHOEE","ETOHO",2023-06-08
"V7583","TOHOEE_H",2023-06-09,54.97,"",2023-06-15,2023-06-09,"TOHOEE","ETOHO",2023-06-09
"V7583","TOHOEE_H",2023-06-10,54.98,"",2023-06-15,2023-06-10,"TOHOEE","ETOHO",2023-06-10
"V7583","TOHOEE_H",2023-06-11,55.02,"",2023-06-15,2023-06-11,"TOHOEE","ETOHO",2023-06-11
"V7583","TOHOEE_H",2023-06-12,55.03,"",2023-06-15,2023-06-12,"TOHOEE","ETOHO",2023-06-12
"V7583","TOHOEE_H",2023-06-13,55.04,"",2023-06-15,2023-06-13,"TOHOEE","ETOHO",2023-06-13
"V7583","TOHOEE_H",2023-06-14,55.04,"",2023-06-26,2023-06-14,"TOHOEE","ETOHO",2023-06-14
"V7583","TOHOEE_H",2023-06-15,55.05,"",2023-06-26,2023-06-15,"TOHOEE","ETOHO",2023-06-15
"V7583","TOHOEE_H",2023-06-16,55.03,"",2023-06-26,2023-06-16,"TOHOEE","ETOHO",2023-06-16
"V7583","TOHOEE_H",2023-06-17,55.08,"",2023-06-26,2023-06-17,"TOHOEE","ETOHO",2023-06-17
"V7583","TOHOEE_H",2023-06-18,55.14,"",2023-06-26,2023-06-18,"TOHOEE","ETOHO",2023-06-18
"V7583","TOHOEE_H",2023-06-19,55.16,"",2023-06-26,2023-06-19,"TOHOEE","ETOHO",2023-06-19
"V7583","TOHOEE_H",2023-06-20,55.19,"",2023-06-26,2023-06-20,"TOHOEE","ETOHO",2023-06-20
"V7583","TOHOEE_H",2023-06-21,55.23,"",2023-06-26,2023-06-21,"TOHOEE","ETOHO",2023-06-21
"V7583","TOHOEE_H",2023-06-22,55.24,"",2023-06-26,2023-06-22,"TOHOEE","ETOHO",2023-06-22
"V7583","TOHOEE_H",2023-06-23,55.27,"",2023-06-26,2023-06-23,"TOHOEE","ETOHO",2023-06-23
"V7583","TOHOEE_H",2023-06-24,55.37,"",2023-06-26,2023-06-24,"TOHOEE","ETOHO",2023-06-24
"V7583","TOHOEE_H",2023-06-25,55.4,"",2023-07-07,2023-06-25,"TOHOEE","ETOHO",2023-06-25
"V7583","TOHOEE_H",2023-06-26,55.42,"",2023-07-07,2023-06-26,"TOHOEE","ETOHO",2023-06-26
